,Date,Close,Open,High,Low,Volume,alpha001,alpha002,alpha003,alpha004,alpha005,alpha006,alpha007,alpha008,alpha009,alpha010,alpha011,alpha012,alpha013,alpha014,alpha015,alpha016,alpha017,alpha018,alpha019,alpha020,alpha021,alpha022,alpha023,alpha024,alpha025,alpha026,alpha027,alpha028,alpha029,alpha030,alpha031,alpha032,alpha033,alpha034,alpha035,alpha036,alpha037,alpha038,alpha039,alpha040,alpha041,alpha042,alpha043,alpha044,alpha045,alpha046,alpha047,alpha049,alpha050,alpha051,alpha052,alpha053,alpha054,alpha055,alpha057,alpha060,alpha061,alpha062,alpha064,alpha065,alpha066,alpha068,alpha071,alpha072,alpha073,alpha074,alpha075,alpha077,alpha078,alpha081,alpha083,alpha084,alpha085,alpha086,alpha088,alpha092,alpha094,alpha095,alpha096,alpha098,alpha099,alpha101
0,05-01-2009,1882.96,1848.33,1882.96,1837.84,48190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,06-01-2009,1942.8,1880.67,1948.49,1873.01,70970.0,0.0,0.0,0.0,0.0,-0.707062146126635,0.0,0.0,0.0,-0.7071067810194352,-0.7071067810194352,0.0,-0.7071067810194352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067449538754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7070326991868766,0.0,0.0,0.0,0.0,-0.707106611581325,0.7071066997970832,0.0,0.0,0.0,0.0,0.0,0.0,0.70710678063837,-0.7071067811814027,0.0,0.0,0.0,-0.7071067810194352,0.0,-0.7071067810194352,0.0,-0.7071067810194352,0.0,0.0,0.7071067014637082,0.0,-0.7071067809229041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071066014248687
2,07-01-2009,1931.18,1942.67,1959.25,1930.87,59700.0,0.0,0.0,0.0,0.0,-1.1152922064651503,0.0,0.0,0.0,0.7222007563014641,0.7222007563014641,0.0,0.384485863379453,0.0,0.0,-1.154700519720627,0.0,0.0,0.0,0.0,-0.7840633800995643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1323414833117724,0.0,0.0,0.0,0.0,1.1517483232517545,1.1263648043236543,0.0,0.0,0.0,0.0,0.0,0.0,1.0230629294285871,-0.5960902243485047,0.0,0.0,0.0,0.7222007563014641,0.0,0.7222007563014641,0.0,0.7222007563014641,0.0,0.0,1.1451057420590838,0.0,0.48467996930953916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1547004923298338,0.0,0.0,0.0,0.0,0.0,0.0,-1.153771325994191
3,08-01-2009,1887.99,1894.66,1902.8,1873.65,53450.0,0.0,0.0,0.0,0.0,-0.2932280550053111,0.0,0.0,0.0,1.0310729443098563,1.0310729443098563,1.499999958667,-0.5252348063941978,0.0,0.0,-0.9754585873565239,0.0,0.0,0.0,0.0,0.8513261561264064,0.0,0.0,0.0,-1.4999999940357853,0.0,0.0,0.0,0.49402251944313663,0.0,0.0,1.4999999484960023,0.0,0.7501165327247414,1.1194405595762904,0.0,0.0,0.0,0.0,0.0,0.0,-1.0401469443515354,-0.17153508150156233,0.0,0.0,0.0,1.0310729443098563,0.0,1.0310729443098563,0.0,1.0310729443098563,0.0,0.0,0.12919569533366157,0.0,1.308265168150481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8914841818937905,0.0,0.0,0.0,0.0,0.0,0.0,-0.7239716548825438
4,09-01-2009,1918.37,1886.49,1923.42,1886.49,47410.0,0.0,0.0,0.0,0.0,0.2025814567433294,0.0,0.0,0.0,-0.5892378553920474,-0.5892378553920474,0.11105793130393787,1.3249116165433734,-1.7888542705939268,0.0,-1.0191688267653654,-1.7888542352572039,0.0,-1.7888543308850466,0.0,0.2778433137351316,0.0,0.0,0.0,1.7575439918672617,0.0,0.0,0.0,-0.1445224531760667,0.0,0.0,1.3132226640976061,0.0,-0.6419065228222213,-0.05216251330912816,0.0,0.0,0.0,0.0,0.0,0.0,-0.2786092788547014,-0.36032662521006886,0.0,-1.7888543263236445,0.0,-0.5892378553920474,0.0,-0.5892378553920474,0.0,-0.5892378553920474,0.0,0.0,-0.5331198439121155,0.0,0.12826116423971726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6355846649617325,0.0,0.0,0.0,0.0,0.0,0.0,0.7979753298449328
5,12-01-2009,1920.69,1911.74,1947.08,1905.62,54230.0,0.0,0.0,0.0,0.0,-0.6850161353726636,0.0,0.0,0.0,0.11204176477687033,0.11204176477687033,0.8475065670216873,0.37342170163835475,-1.2469809386558834,0.0,-0.5844050934665695,-1.2079471444139187,0.0,-1.0446524187528905,0.0,0.20779555133534053,0.0,0.0,0.0,0.5100029318021857,0.0,0.0,0.0,0.7774561113626884,0.0,0.0,0.9196188090985296,0.0,0.02950607094754469,0.7765475402830799,0.0,0.0,0.0,0.0,0.0,0.0,0.6027844401264391,-0.45488177580054595,0.0,-1.0212389414750727,0.0,0.11204176477687033,0.0,0.11204176477687033,0.0,0.11204176477687033,0.0,0.0,0.6029211575066424,0.0,0.1348112686527338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595017700665062,0.0,0.0,0.0,0.0,0.0,0.0,-0.21940004681777855
6,13-01-2009,1876.18,1892.65,1908.2,1874.97,49820.0,0.0,0.0,0.0,0.0,0.09022870135499918,0.0,0.0,0.0,1.1579098328716455,1.1579098328716455,0.8630587486148635,-0.812887398944892,-0.9679628997796806,0.0,-0.6016950433124952,-0.9673343225418934,0.0,0.07178990736763435,0.0,0.836201392841615,0.0,0.0,0.0,0.5742746847775276,0.0,0.0,2.267786778055365,1.0941608823070592,0.0,0.0,0.8191803601443116,0.0,1.2535250941308156,1.2128733100460058,0.0,0.0,0.0,0.0,0.0,0.0,-0.9569448850211749,0.4779690811728671,0.0,-1.170304323217578,0.0,1.1579098328716455,0.0,1.1579098328716455,0.0,1.1579098328716455,0.0,0.0,1.217646425919057,0.0,1.527993701550377,0.0,0.0,0.0,0.0,0.0,-2.267786807682278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.267786837649657,0.0,0.0,0.0,0.6956526655390841,0.0,0.0,0.0,0.0,0.0,0.0,-1.186982228434908
7,14-01-2009,1955.24,1873.63,1955.24,1873.63,59280.0,0.0,2.474873343716345,0.0,0.0,0.9436921963554415,0.0,0.0,0.0,-1.5609015485961841,-1.5609015485961841,1.4156624089825298,-1.454550427828906,-0.9253115382416098,0.0,-1.0637979405437683,-0.8067002053359353,0.0,-1.57785783881723,0.0,0.6441805558578866,0.0,0.0,0.0,-2.1004222722139194,0.0,0.0,1.620185139601966,-1.4859527288058358,0.0,0.0,0.050448721393880666,0.0,-0.9664054901170956,0.2533938092811963,0.0,0.0,0.0,0.0,0.0,0.0,0.10777798154071407,-0.7484151899694712,0.0,-0.9370282732772665,0.0,-1.5609015485961841,0.0,-1.5609015485961841,0.0,-1.5609015485961841,0.0,0.0,-0.7876850928339527,0.0,-1.2654576749610167,0.0,0.0,0.0,0.0,0.0,-2.3750217766500303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8641114794865246,0.0,0.0,0.0,0.30196459017684796,0.0,0.0,0.0,0.0,0.0,0.0,1.0960897012460782
8,15-01-2009,1954.87,1935.39,1977.19,1930.3,78940.0,0.0,-2.1837290019893056,0.0,-2.6666666566666666,-1.2089953698342026,0.0,0.0,0.0,0.19866260044456585,0.19866260044456585,1.4667042250586115,0.6748140837984907,-1.0295947884305852,0.0,-1.430851909773598,-1.129452736195904,0.0,-0.9593484683221485,0.0,0.4328743302110669,-2.666666626666667,0.0,0.0,-1.521511695595759,0.0,-2.6666665752380982,1.3333333066666673,0.35785721293809736,0.0,0.0,0.08944122993698432,0.0,-0.42299565999053745,-0.8203484204565566,0.0,0.0,0.0,0.0,0.0,0.0,1.567258580540999,-0.7230374244977296,0.0,-1.2873213275926048,0.0,0.19866260044456585,0.0,0.19866260044456585,-2.666666577887583,0.19866260044456585,0.0,0.0,0.07186589697629997,0.0,-0.8968534392704124,0.0,0.0,0.0,0.0,0.0,-1.293398926830355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229725562046622,0.0,0.0,0.0,0.2695395687378482,0.0,0.0,0.0,0.0,0.0,0.0,0.14915498694640536
9,16-01-2009,1990.21,1965.44,2026.65,1965.44,96540.0,0.0,-0.3536122745788598,-2.846049739624145,-2.0324880636635068,-1.6549203554412206,-2.846049767995849,0.0,0.0,-0.6061841010301094,-0.6061841010301094,1.3708141673591137,-0.3251131888682621,-1.155305510706764,-2.8460497563326004,-1.6709867823900755,-1.3323451397038564,0.0,-0.9446853502141097,0.0,-1.568319793338093,-1.897366573601028,0.0,0.0,-2.4969540674909934,0.0,-2.04979444007508,1.1618949813622255,0.6545636521017567,0.0,0.0,-0.6348690072488207,0.0,-0.5312940918187925,-0.42383515511411235,0.0,0.0,0.0,-2.8460497782523984,0.0,-2.8460496792540564,2.049594304661549,-0.7127009970475061,0.0,-1.2747666089311056,0.0,-0.6061841010301094,0.0,-0.6061841010301094,-1.9355869718969982,-0.6061841010301094,0.0,2.8460498329742654,0.4010491477654416,0.0,-1.4569893969252266,2.8448781487464716,0.0,0.0,0.0,0.0,-0.8331138195395148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.57061993606034,0.0,0.0,0.0,0.23673032365625488,0.0,0.0,0.0,0.0,0.0,0.0,0.12464457529942068
10,19-01-2009,2012.46,2010.58,2052.19,1993.95,81950.0,0.0,-2.5650801480475787,-2.069688301399054,-1.6360148033647284,-1.9905307257427836,-2.001100406317298,0.0,0.0,-0.27087688823494177,-0.27087688823494177,0.9509992396044301,1.2287813802812764,-1.0456784287446075,-2.042014827971218,-0.8238304574483042,-1.2121902292122182,0.0,-0.505513792071899,0.0,-1.4880851277322238,-1.5569978716563793,0.0,0.0,-0.9740411552192372,0.0,-1.645806938668371,1.0444659157341873,0.8292747910482151,3.015113421870516,0.0,-0.13802770009844234,0.0,0.5111183553004418,0.5483387187852133,0.0,0.0,0.0,-1.347973720874026,0.0,-2.2156438129926626,1.9477633824521592,-0.6973153011047158,0.0,-0.9465902351594263,0.0,-0.27087688823494177,0.0,-0.27087688823494177,-1.6111968792848996,-0.27087688823494177,0.0,2.3967452844861756,0.5653144677742062,0.0,-1.533142592379538,2.600680399150436,0.0,0.0,0.0,0.0,-0.4291228308882309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6149575448132802,0.0,0.0,0.0,0.22759626614838463,0.0,0.0,0.0,0.0,0.0,0.0,-0.5208523132556616
11,20-01-2009,2025.19,2006.53,2025.19,1986.06,53260.0,0.0,-0.37112449605590025,-1.4485535861078345,-1.2313438515164812,-1.490470478965552,-1.24752134186517,0.0,0.0,-0.023793316333736037,-0.023793316333736037,-0.7700228458320117,0.8808312726593512,-0.1904504571154512,0.3445027030251198,-0.3888639423260545,-0.6644005555295607,0.0,-0.7989430334931363,0.0,0.7257239236681164,-1.35400638702266,0.0,0.0,-1.1640400128285548,0.0,-1.4162108920852041,0.957427089423005,-0.6971435128710493,1.7362360508271608,0.0,-0.25078084570163944,0.0,-0.3797246559706869,-0.5368484758310319,0.0,0.0,0.0,-1.5635425885232792,0.0,-1.6115088993470548,1.1426510369866154,-0.6814743668041248,0.0,0.26620890029880745,0.0,-0.023793316333736037,0.0,-0.023793316333736037,-1.392203220992551,-0.023793316333736037,0.0,-3.1743171654502063,-1.3153109949250312,0.0,-1.5002846171298205,-2.7858300424947777,0.0,0.0,0.0,0.0,-1.8901973783457613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8904176926319206,0.0,0.0,0.0,0.20366234436144337,0.0,0.0,0.0,0.0,0.0,0.0,0.30399844829207945
